Store,Date,Weekly_Sales,Holiday_Flag,Temperature,Fuel_Price,CPI,Unemployment,Year,Month,Week,Day,DayOfWeek,Is_Weekend,PreHoliday_Week,Temp_Range_Cold,Temp_Range_Mild,Temp_Range_Hot,Fuel_Level_Medium,Fuel_Level_High,Holiday_Label_Non-Holiday
1,2010-02-05,1643690.9,0,-0.9951355648687328,-1.7137999781197326,1.004175220763895,0.05696365534901425,2010,2,5,5,4,0,False,True,False,False,False,False,True
1,2010-02-12,1641957.44,1,-1.2011702151599246,-1.7660893779932585,1.007880381139025,0.05696365534901425,2010,2,6,12,4,0,False,True,False,False,False,False,False
1,2010-02-19,1611968.17,0,-1.124178319524795,-1.8401660278140874,1.0090739958364634,0.05696365534901425,2010,2,7,19,4,0,False,True,False,False,False,False,True
1,2010-02-26,1409727.59,0,-0.7609066992745362,-1.7377659530617655,1.0098490191641099,0.05696365534901425,2010,2,8,26,4,0,False,True,False,False,False,False,True
1,2010-03-05,1554806.68,0,-0.7679552531002877,-1.5983275533990298,1.0106240424917567,0.05696365534901425,2010,3,9,5,4,0,False,True,False,False,False,False,True
1,2010-03-12,1439541.59,0,-0.15581546315619518,-1.5068211036203598,1.011399065819403,0.05696365534901425,2010,3,10,12,4,0,False,True,False,False,False,False,True
1,2010-03-19,1472515.79,0,-0.3298605230074385,-1.391348678899656,1.0072061159260925,0.05696365534901425,2010,3,11,19,4,0,False,True,False,False,False,False,True
1,2010-03-26,1404429.92,0,-0.4995680112736039,-1.3652039789628931,1.0021851692254267,0.05696365534901425,2010,3,12,26,4,0,False,True,False,False,False,False,True
1,2010-04-02,1594968.28,0,0.08708854560815708,-1.393527403894387,0.9971642250658199,-0.10190706006146753,2010,4,13,2,4,0,False,False,True,False,False,False,True
1,2010-04-09,1545418.53,0,0.2817370704885193,-1.2824124291631442,0.9921432809062132,-0.10190706006146753,2010,4,14,9,4,0,False,False,True,False,False,False,True
1,2010-04-16,1466058.28,0,0.30667810710271587,-1.1996208793633953,0.9887342607561673,-0.10190706006146753,2010,4,15,16,4,0,False,False,True,False,False,False,True
1,2010-04-23,1391256.12,0,0.2264330327787787,-1.2279443042948883,0.9874744743129087,-0.10190706006146753,2010,4,16,23,4,0,False,False,True,False,False,False,True
1,2010-04-30,1425100.71,0,0.3657775199493999,-1.2606251792158423,0.9862146878696494,-0.10190706006146753,2010,4,17,30,4,0,False,False,True,False,False,False,True
1,2010-05-07,1603955.12,0,0.6444664942906431,-1.1407953045056785,0.9849549014263909,-0.10190706006146753,2010,5,18,7,4,0,False,False,True,False,False,False,True
1,2010-05-14,1494251.5,0,0.7653763022246847,-1.0993995296058034,0.984890300055706,-0.10190706006146753,2010,5,19,14,4,0,False,False,True,False,False,False,True
1,2010-05-21,1399662.07,0,0.855380912615047,-1.1604038294582504,0.9919968142025885,-0.10190706006146753,2010,5,20,21,4,0,False,False,True,False,False,False,True
1,2010-05-28,1432069.95,0,1.0722594918689328,-1.3063784041051771,0.999103325808411,-0.10190706006146753,2010,5,21,28,4,0,False,False,False,True,False,False,True
1,2010-06-04,1615524.71,0,1.0858144030723007,-1.42402955382061,1.0062098374142336,-0.10190706006146753,2010,6,22,4,4,0,False,False,False,True,False,False,True
1,2010-06-11,1542561.09,0,1.0717172954207985,-1.5046423786256289,1.013316351561116,-0.10190706006146753,2010,6,23,11,4,0,False,False,False,True,False,False,True
